geo_id,geography,geo_level,workers_16_plus,worked_from_home,wfh_rate_pct,workers_16_plus_moe,worked_from_home_moe,rank_desc,agency,program,table,year,variable_or_question,url,url_secondary,funded_by,origin,confidence,notes
04000US40,Oklahoma,state,1876156,167486,8.927082822537145,12572.0,6231.0,42,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US15,Hawaii,state,716578,63594,8.874679378937115,7533.0,4958.0,43,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US54,West Virginia,state,759466,66915,8.810796006667843,9662.0,4772.0,44,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US05,Arkansas,state,1386650,119058,8.586016658854073,13556.0,6430.0,45,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US02,Alaska,state,361983,30477,8.419456162305964,6017.0,3021.0,46,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US01,Alabama,state,2323881,193754,8.33751814314072,16968.0,8157.0,47,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US46,South Dakota,state,475913,38257,8.038654123757913,6390.0,3157.0,48,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US22,Louisiana,state,2043342,163353,7.994403286380841,18029.0,7126.0,49,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US38,North Dakota,state,422457,29953,7.090189060661795,6513.0,3055.0,50,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
04000US28,Mississippi,state,1302251,81270,6.240732393371171,14143.0,5261.0,51,U.S. Census Bureau,American Community Survey (ACS) 1-Year Estimates Detailed Tables,B08301 Means of Transportation to Work,2024,B08301_021E Worked from home / B08301_001E Total; universe = Workers 16 years and over; usually worked from home as means of transportation to work (journey-to-work),"https://api.censusreporter.org/1.0/data/show/latest?table_ids=B08301&geo_ids=040%7C01000US,01000US",https://data.census.gov/table/ACSDT1Y2024.B08301,U.S. Census Bureau (federal statistical agency),RETRIEVED,high,Pulled via Census Reporter API wrapping ACS 2024 1-year release (release id acs2024_1yr). Direct api.census.gov calls required a key; counts match ACS table B08301.
