frn,provider_id,holding_company
0003744570,130074,"Arvig Enterprises, Inc."
0003744596,130142,Rural Communications Holding Corporation
0003745130,131240,Spring Grove Communications
0003745700,131344,Ridgeville Telephone Company
0003745734,130403,"T-Mobile USA, Inc."
0003745767,190275,Oak Run Associates Ltd.
0003745791,300192,"ITC Broadband Operating, LLC"
0003745825,130096,Barnes City Cooperative Telephone Company
0003745908,130115,Benton Cooperative Telephone Company
0003745957,130390,Danville Mutual Telephone Company
0003746013,130906,"Nuvera Communications, Inc."
0003746088,131448,"Wamego Telephone Company, Inc."
0003746898,130039,"Allen's TV Cable Service, Inc."
0003746989,131197,Sjoberg's Inc.
0003747672,130503,"Flat Rock Telephone Co-Op, Inc."
0003747722,130494,Farmers Mutual Telephone Company (MN)
0003748043,130986,Oregon Telephone Corporation
0003748068,130478,Farmers Mutual Cooperative Telephone Company-Moulton
0003748084,130559,Grand Mound Cooperative Telephone Association
0003748167,130626,Hubbard Cooperative Telephone Association
0003748191,130709,La Motte Telephone Company
0003748258,130878,"Mutual Telephone Company of Morning Sun, Iowa"
0003748266,131089,Randolph Telephone Membership Corporation
0003748282,130766,Lynnville Telephone Company
0003748340,130803,Mechanicsville Telephone Company
0003748407,130878,"Mutual Telephone Company of Morning Sun, Iowa"
0003748449,130974,"Olin Telephone Company, Inc."
0003748506,131003,Palmer Mutual Telephone Company
0003748514,131006,Palo Cooperative Telephone Association
0003748522,190233,"Hilliary Communications, LLC"
0003748589,131071,Preston Telephone Company
0003749082,240102,Jefferson County Cable
0003749108,130484,Farmers Mutual Telephone Company-Nora Springs
0003749116,240102,Jefferson County Cable
0003749215,130421,Dunkerton Telephone Cooperative
0003749264,130267,"Citizens Telephone Cooperative, Inc. (WI)"
0003749413,131339,The Middleburgh Telephone Company
0003749512,131172,Searsboro Telephone Company
0003749538,131612,Sharon Telephone Company (IA)
0003749561,131243,"Springville Cooperative Telephone Association, Inc."
0003749587,131354,Titonka Telephone Company
0003749678,130079,"Radiate Holdings, LP"
0003750171,130799,McDonough Telephone Cooperative Inc.
0003752466,160118,Eastern Cable Corporation
0003752508,160129,Manning Municipal Communications and Television Systems Utility
0003752730,130668,"Irvine Community Television, Inc."
0003753639,130427,"E. Ritter Communications Holdings, Inc."
0003754652,130126,Bijou Telephone Cooperative Association Inc.
0003754686,130685,"Kaplan Telephone Company, Inc."
0003754785,330002,Service Electric Television Inc.
0003756764,130485,Farmers Mutual Telephone Cooperative of Shellsburg
0003756798,130485,Farmers Mutual Telephone Cooperative of Shellsburg
0003757341,130137,"Block Communications, Inc."
0003757432,131362,"Townes Telecommunications, Inc."
0003757556,310033,Demopolis CATV Co.
0003757564,190233,"Hilliary Communications, LLC"
0003757580,190233,"Hilliary Communications, LLC"
0003757788,131276,Superior Telephone Cooperative
0003757838,131135,Royal Telephone Company
0003758109,131415,Van Horne Cooperative Telephone Company
0003758877,131163,Santel Communications Cooperative
0003759099,410126,Ocracoke Cable TV LLC
0003759859,131139,Runestone Telephone Association
0003759917,130387,Dakota Central Telecommunications Cooperative
0003762010,131413,Uniti Group Inc.
0003762465,131118,RJB Telecommunications Corp.
0003763489,131486,Wilkes Telephone Membership Corporation
0003764487,130499,"First Communications, LLC"
0003764735,130036,"Alhambra-Grantfork Communications, Inc."
0003764966,131057,"Ponderosa Communications, Inc."
0003765617,130071,"Armstrong Holdings, Inc."
0003765781,131249,"Standard Tobacco Company, Inc."
0003766201,130133,Blanca Telephone Company/Jade Communications LLC
0003766532,130077,AT&T Inc.
0003766623,130133,Blanca Telephone Company/Jade Communications LLC
0003766680,131448,"Wamego Telephone Company, Inc."
0003767639,131310,"Telephone and Data Systems, Inc."
0003768025,130154,Breda Telephone Corp.
0003768165,130317,Comcast Corporation
0003768215,131267,Stratford Mutual Telephone Company
0003770401,510051,"Trans-Video, Inc."
0003770815,131009,Park Region Mutual Telephone Company
0003770948,131009,Park Region Mutual Telephone Company
0003771169,131218,"South Central Telephone Association, Inc."
0003772274,150316,Socket Telecom LLC
0003772290,150316,Socket Telecom LLC
0003772787,130285,"Clarence Telephone Company, Inc."
0003772993,131505,"Woodhull Communications, Inc."
0003773025,131505,"Woodhull Communications, Inc."
0003773405,130057,"Amery Telcom, Inc."
0003773454,130119,Bergen Telephone Company
0003773504,130120,"Bernard Telephone Company, Inc."
0003773520,130170,"Bruce Telephone Company, Inc."
0003773579,130305,Cochrane Cooperative Telephone Company
0003773629,130345,Coon Valley Farmers Telephone Company
0003773702,130476,Farmers Independent Telephone Company
0003773751,130074,"Arvig Enterprises, Inc."
0003773777,130074,"Arvig Enterprises, Inc."
0003773827,130759,Lost Nation-Elwood Telephone Company
0003773975,130767,Mabel Cooperative Telephone Company
0003773991,130250,Christensen Communications Company
0003774023,130783,"Marquette-Adams Telephone Cooperative, Inc."
0003774056,130718,"Larson Utilities, Inc."
0003774072,130889,Nelson Telephone Cooperative
0003774098,230021,"Ind. Co. Cable TV, Inc."
0003774262,130944,Northern Telephone Company/Wilderness Valley Telephone Company
0003774296,131109,"Richland-Grant Telephone Cooperative, Inc."
0003774320,131179,Sharon Telephone Company (IL & WI)
0003774338,131241,"Spring Valley Telephone Company, Inc."
0003774403,131368,"Tri-County Communications Cooperative, Inc."
0003774429,131467,"West Wisconsin Telcom Cooperative, Inc."
0003774460,130944,Northern Telephone Company/Wilderness Valley Telephone Company
0003774478,130718,"Larson Utilities, Inc."
0003774494,130919,Wittenberg Telephone Company
0003775244,130403,"T-Mobile USA, Inc."
0003775400,190181,Haefele TV Inc.
0003775749,131109,"Richland-Grant Telephone Cooperative, Inc."
0003776069,130574,Griswold Cooperative Telephone Company
0003776507,130546,Glenwood Telephone Membership Corp.
0003777448,130037,"All West Communications, Inc."
0003777885,130244,"Chibardun Telephone Cooperative, Inc."
0003777919,130244,"Chibardun Telephone Cooperative, Inc."
0003778594,130070,"Spectracomm, Inc."
0003778628,150266,"Hanson Communications, Inc."
0003779675,131330,Champlain Telephone Company
0003781200,131286,"Sweetser Rural Telephone Company, Inc."
0003781556,130489,Farmers Telephone Company-Essex
0003783123,131413,Uniti Group Inc.
0003783255,190365,"Tel-Star Cablevision, Inc."
0003784477,131422,"Venture Communications Cooperative, Inc."
0003785300,190406,Westgate Communications LLC
0003785318,130606,"Hiawatha Broadband Communications, Inc."
0003786936,130090,"Baca Valley Telephone Company, Inc."
0003788940,130454,Emily Cooperative Telephone Company
0003789765,130084,"Atwood Cable Systems, Inc."
0003790003,130724,Laurens Municipal Communications Utility
0003792686,130757,Long Lines
0003793726,190131,Easton Utilities Commission
0003794765,170050,Harlan Municipal Utilities
0003795697,130208,"Cass Communications Management, Inc."
0003795739,130742,"Ligonier Telephone Co., Inc."
0003795747,130977,"Oneida Telephone Exchange, Inc."
0003795754,130977,"Oneida Telephone Exchange, Inc."
0003800117,130029,Alaska Power & Telephone Company
0003800570,130458,"ENMR Telephone Cooperative, Inc."
0003801651,130077,AT&T Inc.
0003801891,310042,"Helmsco, Inc."
0003801909,130193,"Cambridge Telephone Company, Inc."
0003801925,140033,Filer Mutual Telephone Company
0003805041,470045,"City of Knoxville, TN"
0003806668,131302,"Telapex, Inc."
0003911385,131413,Uniti Group Inc.
0003911567,130757,Long Lines
0003936994,131451,Washington County Rural Telephone Cooperative
0003944527,190155,"Fisher Wireless Services, Inc."
0004052577,190265,Nittany Media Inc.
0004052791,130542,"Gila River Telecommunications, Inc."
0004056248,170014,Atkins Telephone Company
0004057147,190013,Adams CATV Inc.
0004068474,130538,"Germantown Telephone Company, Inc."
0004073680,131506,Woodstock Telephone Company
0004074779,260000,"Farmers Telecommunications Cooperative, Inc."
0004074845,380099,Paragould Light and Water Commission
0004112835,131341,The North-Eastern Pennsylvania Telephone Company
0004119376,410135,"City of Sandy, Oregon"
0004142683,130921,NITCO Holding Corporation
0004155883,470060,Presque Isle Electric & Gas Co-op
0004156139,130095,Baraga Telephone Company Inc.
0004207239,131413,Uniti Group Inc.
0004242723,130999,"NTT DoCoMo, Inc."
0004246898,130754,"Logan Telephone Cooperative, Inc."
0004251419,130578,"Guadalupe Valley Telephone Cooperative, Inc."
0004255303,130479,Farmers Mutual Telephone Company (ID)
0004260436,130929,"North Central Telephone Cooperative, Inc."
0004261061,130423,Duo County Telephone Cooperative Inc.
0004262853,130602,Hemingford Cooperative Telephone Company
0004266664,190428,"San Carlos Apache Telecommunications Utility, Inc."
0004268918,130224,"Central Arkansas Telephone Cooperative, Inc."
0004269528,131303,"TelAtlantic, Inc."
0004269718,131412,"Valliant Telephone Company, Inc."
0004269775,130986,Oregon Telephone Corporation
0004269809,130986,Oregon Telephone Corporation
0004269817,130986,Oregon Telephone Corporation
0004269833,450174,Wyyerd Group LLC
0004273454,130850,Molalla Communications Company
0004273728,130034,"Alenco Communications, Inc."
0004273751,390139,"American Georgetown, Inc."
0004273850,130034,"Alenco Communications, Inc."
0004274007,440186,Direct Management Company
0004274890,131199,Skyline Telephone Membership Corporation
0004275137,131117,"Riviera Telephone Company, Inc."
0004278339,130440,"Eastex Telephone Cooperative, Inc."
0004278453,131466,West Texas Rural Telephone Cooperative Inc.
0004279154,131379,"City of Muscatine, Iowa"
0004280665,131221,"South Plains Telephone Cooperative, Inc."
0004283917,130425,"Dobson Technologies, Inc."
0004285466,130925,Nortex Communications
0004285474,130925,Nortex Communications
0004285623,130153,"Brazos Telephone Cooperative, Inc."
0004287538,130772,"Magazine Telephone Company, Inc."
0004296356,290057,"Interstate Wireless, Inc."
0004301339,130872,MTCO Corporation
0004301370,130872,MTCO Corporation
0004301388,130872,MTCO Corporation
0004306825,131052,"Planters Rural Telephone Cooperative, Inc."
0004309522,190233,"Hilliary Communications, LLC"
0004309548,130427,"E. Ritter Communications Holdings, Inc."
0004310298,130856,Griggs County Telephone Company
0004310694,131030,"Peoples Telecommunications, LLC"
0004311304,130678,Johnson Telephone Company
0004311320,130733,Lemonweir Valley Telephone Company
0004311528,130071,"Armstrong Holdings, Inc."
0004311627,130017,Agate Mutual Telephone Cooperative Association
0004311809,130963,Nunn Telephone Company
0004312187,130962,Nucla-Naturita Telephone Company
0004313243,130074,"Arvig Enterprises, Inc."
0004313342,131246,"SRT Communications, Inc."
0004313953,131013,Pattersonville Telephone Company (NY)
0004314100,130679,"K & M Telephone Company, Inc."
0004314316,131034,Phillips County Telephone Company
0004314605,130455,Empire Telephone Corporation/North Penn Telephone Company
0004315362,131378,"Future Fiber FinCo, LLC"
0004315461,130986,Oregon Telephone Corporation
0004317368,130210,Castleberry Communications
0004317731,130439,"Eastern Slope Rural Telephone Association, Inc."
0004318556,130074,"Arvig Enterprises, Inc."
0004318846,130610,Highland Telephone Cooperative (VA)
0004318929,130862,Mount Horeb Telephone Company
0004319026,130142,Rural Communications Holding Corporation
0004319117,130368,"Crossville Consolidated Communications, Inc."
0004319372,131482,"Wikstrom Telephone Company, Inc."
0004319406,130137,"Block Communications, Inc."
0004319703,130098,Bascom Mutual Telephone Company
0004319737,130098,Bascom Mutual Telephone Company
0004320065,130490,"Farmers Telephone Cooperative, Inc. (SC)"
0004320107,130490,"Farmers Telephone Cooperative, Inc. (SC)"
0004320164,130527,Gardonville Cooperative Telephone Association
0004320297,130090,"Baca Valley Telephone Company, Inc."
0004320362,131131,"Roosevelt County Rural Telephone Cooperative, Inc."
0004320412,131320,Terral Telephone Company
0004320545,130937,"Northeast Communications of Wisconsin, Inc."
0004320883,130710,"La Ward Telephone Exchange, Inc."
0004320909,130524,"Ganado Telephone Company, Inc."
0004321113,130747,Lipan Telecommunications Inc.
0004321451,131478,"Abound Ventures, Inc."
0004321733,130375,"Cumby Telephone Cooperative, Inc."
0004321790,440186,Direct Management Company
0004322053,130711,"LaHarpe Telephone Company, Inc. (KS)"
0004322079,130771,"Madison Telephone, LLC"
0004322095,130074,"Arvig Enterprises, Inc."
0004322178,130937,"Northeast Communications of Wisconsin, Inc."
0004322269,130532,Geetingsville Telephone Company Inc.
0004322335,130757,Long Lines
0004322350,131459,"West Carolina Rural Telephone Cooperative, Inc."
0004322665,130074,"Arvig Enterprises, Inc."
0004322889,130555,"Gorham Communications, Inc."
0004322897,131108,"Smithville Holding Company, Inc."
0004322913,131108,"Smithville Holding Company, Inc."
0004323499,130584,Hamilton County Telephone Co-Op
0004323507,130584,Hamilton County Telephone Co-Op
0004323556,130956,"KCL Enterprises, Inc."
0004324570,170044,Fishers Island Telephone Corporation
0004324620,130956,"KCL Enterprises, Inc."
0004324661,130622,Hot Springs Telephone Company
0004324802,130455,Empire Telephone Corporation/North Penn Telephone Company
0004324828,130796,McClure Telephone Company
0004325148,130275,City of Ketchikan
0004325205,170067,Monmouth Internet Corporation
0004325403,130427,"E. Ritter Communications Holdings, Inc."
0004326070,131265,Stoneham Cooperative Telephone Corporation
0004326815,130142,Rural Communications Holding Corporation
0004326849,130142,Rural Communications Holding Corporation
0004326872,130142,Rural Communications Holding Corporation
0004327201,131445,"Wabash Telephone Cooperative, Inc."
0004327417,300192,"ITC Broadband Operating, LLC"
0004327961,130777,Manchester-Hartland Telephone Company
0004328118,130245,Chickasaw Holding Company
0004328134,150266,"Hanson Communications, Inc."
0004328472,131128,Roggen Telephone Cooperative Company
0004328654,130087,Ayersville Telephone Company
0004328688,130903,"New Knoxville Telephone Company/GoldStar Communications, LLC"
0004328704,130393,Daviess-Martin County Rural Telephone Corporation
0004329223,130416,Doylestown Telephone Company
0004329264,131161,"Waimana Enterprises, Inc."
0004329314,130065,Arapahoe Telephone Company
0004329330,130073,Arthur Mutual Telephone Company
0004329348,130114,BW Telcom
0004329538,130268,Citizens Telephone Corporation
0004329587,150266,"Hanson Communications, Inc."
0004329611,150266,"Hanson Communications, Inc."
0004329629,150266,"Hanson Communications, Inc."
0004329652,150266,"Hanson Communications, Inc."
0004329710,130289,Clear Creek Mutual Telephone Company
0004329785,130735,"Leonore Mutual Telephone Co., Inc."
0004329884,131165,Scatter Creek Ltd.
0004330007,131124,"Rochester Telephone Company, Inc."
0004330205,130139,Bloomingdale Home Telephone Company
0004330353,131165,Scatter Creek Ltd.
0004330387,130834,"Midwest Telecom of America, Inc."
0004330866,131050,Plainview Telephone Company Inc.
0004330874,130227,"Central Texas Telephone Cooperative, Inc."
0004330890,131050,Plainview Telephone Company Inc.
0004330908,130204,Cascade Communications Company
0004330940,130285,"Clarence Telephone Company, Inc."
0004330965,130207,Casey Mutual Telephone Company
0004331039,130693,Keystone Farmers Cooperative Telephone Company
0004331047,131328,"Thacker-Grigsby Telephone Company, Inc."
0004331062,130787,Massena Telephone Company
0004331070,130114,BW Telcom
0004331724,130945,"Northern Telephone Cooperative, Inc."
0004332128,130544,Glasford Telephone Company
0004332912,131124,"Rochester Telephone Company, Inc."
0004333035,130311,"Colorado Valley Telephone Cooperative, Inc."
0004333043,300192,"ITC Broadband Operating, LLC"
0004333050,130630,Huxley Communications Cooperative
0004333266,131444,Wabash Mutual Telephone Company
0004333407,130152,Brazoria Telephone Company
0004333589,130352,"Cordova Telephone Cooperative, Inc."
0004334017,131168,Scio Mutual Telephone Association
0004334439,130399,Delhi Telephone Company
0004334538,190281,"OTZ Telephone Cooperative, Inc."
0004334918,130592,"Hartington Telecommunications Co., Inc."
0004334934,130044,"Alma Telecom, Inc."
0004334975,130142,Rural Communications Holding Corporation
0004335394,130538,"Germantown Telephone Company, Inc."
0004335873,130814,"MGW Communications, Inc."
0004336871,130290,Clear Lake Independent Telephone Company
0004337002,131245,"Spruce Knob Seneca Rocks Telephone, Inc."
0004337044,130940,Northeast Missouri Rural Telephone Company
0004337218,130976,Northland Telephone Systems
0004337283,130976,Northland Telephone Systems
0004337374,131021,The Peetz Cooperative Telephone Company
0004337648,150287,"Moapa Valley Telecommunications, Inc."
0004337689,130852,Monitor Cooperative Telephone Company
0004337721,130854,Monroe Telephone Company
0004338026,131388,Union River Telephone Company
0004338315,130877,Mutual Telephone Company (IA)
0004338489,130487,"Farmers Telephone Company, Inc."
0004338851,150225,Buckland Telephone Co.
0004339404,131365,Trenton Telephone Co.
0004339453,130012,Adams Telephone Co-Operative
0004339487,130012,Adams Telephone Co-Operative
0004339768,300113,Orange S.A.
0004339800,130106,Beehive Telephone Companies
0004339933,220001,PTI Pacifica Inc.
0004339982,130791,"Matanuska Telecom Association, Inc."
0004340410,160127,LICT Corporation
0004340949,130196,Canby Telephone Association
0004341285,131516,Yadkin Valley Telephone Membership Corporation
0004341798,140036,Fort Jennings Telephone Company
0004341830,130362,"CP-Tel Holdings, Inc."
0004341855,130362,"CP-Tel Holdings, Inc."
0004342473,130018,"Agri-Valley Communications, Inc."
0004344776,190233,"Hilliary Communications, LLC"
0004346474,130540,GEUS
0004349734,130292,"Clear Rate Communications, LLC"
0004350252,220001,PTI Pacifica Inc.
0004356952,130514,"Franklin Telephone Co., Inc."
0004359279,130380,Grayson Collin Electric Cooperative
0004360731,131090,"Range Telephone Cooperative, Inc."
0004362364,130684,"KanOkla Telephone Association, Inc."
0004362372,130825,"Mid-Plains Rural Telephone Cooperative, Inc."
0004362505,131126,Rock Port Telephone Company
0004364022,130673,James Valley Cooperative Telephone Company
0004365276,130083,"Atlas Telephone Company, Inc."
0004365318,130240,Cherokee Telephone Company
0004365334,130614,Hinton Holding Company
0004371795,131225,Southeastern Indiana Rural Telephone Cooperative
0004374039,130712,Lake Livingston Telephone Company
0004374047,130986,Oregon Telephone Corporation
0004374153,130269,"Citizens Telephone Company of Hammond NY, Inc."
0004374187,130269,"Citizens Telephone Company of Hammond NY, Inc."
0004379707,130071,"Armstrong Holdings, Inc."
0004379715,130071,"Armstrong Holdings, Inc."
0004379723,130071,"Armstrong Holdings, Inc."
0004379731,130071,"Armstrong Holdings, Inc."
0004379749,130071,"Armstrong Holdings, Inc."
0004380945,130875,Mulberry Cooperative Telephone Co. Inc.
0004380952,160127,LICT Corporation
0004380986,160127,LICT Corporation
0004381174,130196,Canby Telephone Association
0004381281,130681,"Kalida Telephone Company, Inc."
0004381323,130141,"Blossom Telephone Co., Inc."
0004381380,130569,"Great Plains Communications, Inc."
0004381422,130266,Citizens Telephone Cooperative (VA)
0004381505,130795,Court Square Capital Partners
0004381547,130206,Day Management Corporation
0004381729,130291,"Clear Lake Telephone Company, Inc."
0004384111,130420,"Dunbarton Telephone Company, Inc."
0004384517,131055,"Poka Lambro Telephone Cooperative, Inc."
0004384525,131055,"Poka Lambro Telephone Cooperative, Inc."
0004427803,130609,"Hickory Utility Services, Inc."
0004499034,130741,Liberty Latin America Ltd.
0004519732,130160,Bristol Bay Telephone Cooperative
0004523817,130431,"Eagle Telephone Systems, Inc."
0004530812,390061,Kit Carson Electric Cooperative Inc.
0004533105,131387,"UBTA-UBET Communications, Inc."
0004551347,250014,"Arbuckle Communications, LLC"
0004551529,410186,"City of Clarksville, Arkansas"
0004555595,130081,"ATN International, Inc."
0004560645,130136,Bledsoe Telephone Cooperative Inc.
0004561429,130851,"Mon-Cre Telephone Cooperative, Inc."
0004565057,290103,TELE-PAGE Inc.
0004579496,190020,"City of Albany, Georgia"
0004746863,150316,Socket Telecom LLC
0004759411,190431,City Utilities of Springfield
0004770475,130938,Northeast Iowa Telephone Company
0004770525,131613,Sully Telephone Association
0004776464,130477,Farmers Mutual Cooperative Telephone Company-Harlan
0004821989,320053,Illinois Electric Cooperative
0004837944,380059,Jackson County Rural Electric Membership Corporation
0004846648,530000,Paulding Putnam Electric & Internet
0004923934,430121,"Epic Touch Co., Inc."
0004924478,131296,"Taylor Telephone Cooperative, Inc."
0004924809,130037,"All West Communications, Inc."
0004924866,131218,"South Central Telephone Association, Inc."
0004925129,131029,"Peoples Rural Telephone Cooperative Corporation, Inc."
0004926796,131199,Skyline Telephone Membership Corporation
0004927802,530107,"MachTen, Inc."
0004928255,131086,"Ragland Telephone Co., Inc."
0004928750,131362,"Townes Telecommunications, Inc."
0004928792,131362,"Townes Telecommunications, Inc."
0004929717,130148,Colonial Telephone Company
0004930350,130745,Lincolnville Telephone Company
0004930384,130745,Lincolnville Telephone Company
0004933032,130094,"Ballard Rural Telephone Cooperative Corporation, Inc."
0004933677,130578,"Guadalupe Valley Telephone Cooperative, Inc."
0004935730,130118,Beresford Municipal Telephone Company
0004937827,130874,"Mud Lake Telephone Cooperative Association, Inc."
0004939864,131487,Willard Telephone Company
0004940664,150250,DTC Holding Company
0004942678,460024,"DCN, LLC"
0004942819,130178,"Burke's Garden Telephone Co., Inc."
0004943221,131031,Peoples Telephone Cooperative
0004948105,131310,"Telephone and Data Systems, Inc."
0004950937,130176,"Bulloch County Rural Telephone Cooperative, Inc."
0004953980,130312,Colton Telephone Company
0004955837,131363,"Traceroad, Inc."
0004956652,131175,Selectronics Corporation
0004957528,130511,Waldron Communication Company
0004961231,131211,"Consolidated Companies, Inc."
0004963088,290111,"Viasat, Inc."
0004963419,430181,"CIBL, Inc."
0004964227,130395,"Decatur Holding Company, Inc."
0004965141,360117,"Fusion Connect, Inc."
0004965380,131444,Wabash Mutual Telephone Company
0004965992,131413,Uniti Group Inc.
0004966099,131413,Uniti Group Inc.
0004966131,130322,"Community Antenna Service, Inc."
0004966149,130667,Ironton Telephone Company
0004966552,131413,Uniti Group Inc.
0004966594,131413,Uniti Group Inc.
0004967014,131413,Uniti Group Inc.
0004967030,131413,Uniti Group Inc.
0004967055,131413,Uniti Group Inc.
0004967337,131413,Uniti Group Inc.
0004967360,131413,Uniti Group Inc.
0004967600,131413,Uniti Group Inc.
0004967634,131413,Uniti Group Inc.
0004967683,131413,Uniti Group Inc.
0004967691,131413,Uniti Group Inc.
0004967725,131413,Uniti Group Inc.
0004967741,131413,Uniti Group Inc.
0004967774,131413,Uniti Group Inc.
0004967790,131413,Uniti Group Inc.
0004967808,131413,Uniti Group Inc.
0004967816,131413,Uniti Group Inc.
0004967840,131413,Uniti Group Inc.
0004969093,130233,Chapin Communications Corporation
0004970067,130068,West Kentucky Rural Telephone Cooperative Corp. Inc.
0004970711,130288,"Clay County Rural Telephone Cooperative, Inc."
0004972766,130602,Hemingford Cooperative Telephone Company
0004973301,130327,"Community Telephone Co., Inc."
0004975058,130614,Hinton Holding Company
0004975199,131194,"Siren Telephone Company, Inc."
0004975496,130690,"Atlas Connectivity, LLC"
0004976494,131423,Venus Telephone Corporation
0004976932,131431,Viola Holding Company
0004979555,131248,St. Paul Cooperative Telephone Association
0004979688,130271,City of Brookings Telephone Fund
0004980280,131329,The Champaign Telephone Company
0004980421,131272,"Sunflower Enterprises, Inc."
0004980611,330086,"LaHarpe Telephone Company, Inc. (IL)"
0004981114,131242,"Springcom, Inc."
0004983722,131076,"Public Service Communications, Inc."
0004984670,131418,Vaughnsville Telephone Company
0004984761,130757,Long Lines
0004984837,460633,MTC Cable
0004985065,131520,Yeoman Telephone Company
0004985818,131900,"Cunningham Management, Inc."
0004986410,130539,Gervais Telephone Company
0004991444,130081,"ATN International, Inc."
0004997516,131378,"Future Fiber FinCo, LLC"
0005000492,240022,CND Acquisition Corp.
0005000716,131038,Pine Belt Communications Co. Inc.
0005007992,190046,Beaver Valley Cable Company
0005009725,131257,"State Telephone Company, Inc."
0005010996,131359,"Totah Communications, Inc."
0005015391,131247,"St. John Telephone, Inc."
0005015409,131247,"St. John Telephone, Inc."
0005015607,130399,Delhi Telephone Company
0005016779,240012,Bryan Municipal Utilties
0005017298,131302,"Telapex, Inc."
0005017439,131250,"Stanton Telecom, Inc."
0005017751,350005,"Kcindur Communications, Inc."
0005020169,130964,"Nushagak Electric & Telephone Cooperative, Inc."
0005025101,130941,Northeast Nebraska Telephone Company
0005027941,150334,"WEHCO Video, Inc."
0005030200,430139,"Live Wire Networks, Inc."
0005041991,130624,HTC Holding Co.
0005043195,130892,"NetCarrier Telecom, Inc."
0005044375,360117,"Fusion Connect, Inc."
0005049895,130845,Minburn Telephone Company
0005050083,130238,Chazy & Westport Telephone Corp.
0005050141,131469,"Westelcom Network, Inc."
0005051560,130543,"Glandorf Telephone Co., Inc."
0005053251,130116,Benton Ridge Telephone Company
0005053632,130563,Grandview Mutual Telephone Company
0005057328,131378,"Future Fiber FinCo, LLC"
0005058292,131179,Sharon Telephone Company (IL & WI)
0005059092,440186,Direct Management Company
0005059779,130903,"New Knoxville Telephone Company/GoldStar Communications, LLC"
0005061189,130558,Granby Telephone Company
0005061387,130683,"KALTELCO, Inc."
0005061437,130068,West Kentucky Rural Telephone Cooperative Corp. Inc.
0005061544,130786,Palisade America's Investment LLC
0005061627,131157,Sand Creek Communications Company
0005062955,150119,Pattersonville Telephone Company (OH)
0005063078,130986,Oregon Telephone Corporation
0005063458,130847,Minford Telephone Company
0005066063,150266,"Hanson Communications, Inc."
0005067152,130908,"New Windsor Communications, Inc."
0005067186,131027,Pennsylvania Telephone Company
0005067228,130203,"Carr Communications, Inc."
0005067509,160135,"Ogden Communications, Inc."
0005067665,130095,Baraga Telephone Company Inc.
0005069125,440000,"First American Holdings, Inc."
0005069232,130315,TOTE Holdings LLC
0005069299,131396,"MTE Holdings, LLC"
0005069935,150120,Mutual Telephone Company (KS)
0005070933,300192,"ITC Broadband Operating, LLC"
0005075643,131183,"Sherwood Mutual Telephone Association, Inc."
0005076922,131108,"Smithville Holding Company, Inc."
0005077342,130557,"Grafton Communications, Inc."
0005079314,131366,"BHT Holdings, Inc."
0005080122,130810,"Mescalero Apache Telecom, Inc."
0005081542,131332,The Conneaut Telephone Company
0005081567,160127,LICT Corporation
0005082060,130902,"New Hope Telephone Cooperative, Inc. (AL)"
0005084769,131076,"Public Service Communications, Inc."
0005087002,130081,"ATN International, Inc."
0005093018,130046,Alta Municipal Utilities
0005093224,130233,Chapin Communications Corporation
0005095856,131413,Uniti Group Inc.
0005097134,130993,"Firstlight Fiber, Inc."
0005097167,130993,"Firstlight Fiber, Inc."
0005097407,300135,SDN Communications
0005099619,160127,LICT Corporation
0005139662,130425,"Dobson Technologies, Inc."
0005209374,131426,"Vermont Telephone Company, Inc."
0005221866,131100,Reedsburg Utility Commission
0005257522,130208,"Cass Communications Management, Inc."
0005283221,130788,"Massillon Cable TV, Inc."
0005367115,130721,"Laurel Highland Total Communications, Inc."
0005373576,190281,"OTZ Telephone Cooperative, Inc."
0005386172,131413,Uniti Group Inc.
0005414842,240085,Scottsboro Electric Power Board
0005450507,310013,Blue Ridge Mountain Electric Membership Corporation
0005464532,131036,"Piedmont Rural Telephone Cooperative, Inc."
0005555925,131378,"Future Fiber FinCo, LLC"
0005622675,131409,"Valley Telecommunications Cooperative Association, Inc."
0005623244,131422,"Venture Communications Cooperative, Inc."
0005667076,340015,"Comelec Services, Inc."
0005671128,130035,Algona Municipal Utilities
0005769302,130193,"Cambridge Telephone Company, Inc."
0005781620,420146,"Victoria Electric Cooperative, Inc."
0005782289,130553,Gonthier Inc.
0005806872,300016,"Basin 2 Way Radio, Inc."
0005813316,210061,"Pavlov Media, Inc."
0005848759,290037,"Digital Connections, Inc."
0005872015,130396,"DeKalb Telephone Cooperative, Inc."
0005901368,130464,"Etex Telephone Cooperative, Inc."
0005919022,130757,Long Lines
0005920509,180010,City of Auburn
0005937974,130077,AT&T Inc.
0005941547,131008,Panora Communications Cooperative
0006011472,190223,Lenox Municipal Utilities
0006033393,131170,Scott County Telephone Cooperative
0006074470,130263,Green Hills Telephone Corporation
0006097711,130993,"Firstlight Fiber, Inc."
0006118814,190244,Minnesota Valley Television Improvement Corporation
0006126080,220069,City of Valparaiso
0006146120,190335,"Southern Ohio Communication Services, Inc."
0006155337,500060,Greeneville Energy Authority
0006162192,240065,"Nelsonville TV Cable, Inc."
0006163059,150272,Iowa Connect Inc.
0006178198,130079,"Radiate Holdings, LP"
0006210736,300083,Local Internet Service Company
0006251136,131413,Uniti Group Inc.
0006259931,131148,Saddleback Communications Inc.
